pointer_offsets;pointer_value;separators;extract
0xD863BC;0x00A45DA8;00 00;Mission21
0xD8654C;0x00A45DB8;00 00;Mission31
0xD866DC;0x00A45DC8;00 00;Mission41
0xD860C4;0x00A45DD8;00 00;Mission02
0xD86254;0x00A45DE8;00 00;Mission12
0xD863E4;0x00A45DF8;00 00;Mission22
0xD86574;0x00A45E08;00 00;Mission32
0xD86704;0x00A45E18;00 00;Mission42
0xD860EC;0x00A45E28;00 00;Mission03
0xD8627C;0x00A45E38;00 00;Mission13
0xD8640C;0x00A45E48;00 00;Mission23
0xD8659C;0x00A45E58;00 00;Mission33
0xD8672C;0x00A45E68;00 00;Mission43
0xD86114;0x00A45E78;00 00;Mission04
0xD862A4;0x00A45E88;00 00;Mission14
0xD86434;0x00A45E98;00 00;Mission24
0xD865C4;0x00A45EA8;00 00;Mission34
0xD86754;0x00A45EB8;00 00;Mission44
0xD8613C;0x00A45EC8;00 00;Mission05
0xD862CC;0x00A45ED8;00 00;Mission15
0xD8645C;0x00A45EE8;00 00;Mission25
0xD865EC;0x00A45EF8;00 00;Mission35
0xD8677C;0x00A45F08;00 00;Mission45
0xD86164;0x00A45F18;00 00;Mission06
0xD862F4;0x00A45F28;00 00;Mission16
0xD86484;0x00A45F38;00 00;Mission26
0xD86614;0x00A45F48;00 00;Mission36
0xD867A4;0x00A45F58;00 00;Mission46
0xD8618C;0x00A45F68;00 00;Mission07
0xD8631C;0x00A45F78;00 00;Mission17
0xD864AC;0x00A45F88;00 00;Mission27
0xD8663C;0x00A45F98;00 00;Mission37
0xD867CC;0x00A45FA8;00 00;Mission47
0xD861B4;0x00A45FB8;00 00;Mission08
0xD86344;0x00A45FC8;00 00;Mission18
0xD864D4;0x00A45FD8;00 00;Mission28
0xD86664;0x00A45FE8;00 00;Mission38
0xD867F4;0x00A45FF8;00 00;Mission48
0xD861DC;0x00A46008;00 00;Mission09
0xD8636C;0x00A46018;00 00;Mission19
0xD864FC;0x00A46028;00 00;Mission29
0xD8668C;0x00A46038;00 00;Mission39
0xD8681C;0x00A46048;00 00;Mission49
0xD86518;0x00A46058;00 00;14 hand cards                        
0xD867C0;0x00A460A4;00 00;Win 16 hand cards                  
0xD860B8,0xD860E0,0xD86130,0xD86158,0xD86180,0xD861A8,0xD861D0,0xD861F8,0xD86220,0xD86248,0xD86270,0xD86298,0xD862C0,0xD862E8,0xD86310,0xD86338,0xD86360,0xD86388,0xD863B0,0xD863D8,0xD86400,0xD86428,0xD86450,0xD86478,0xD864A0,0xD864C8,0xD864F0,0xD86540,0xD86568,0xD86590,0xD865B8,0xD865E0,0xD86608,0xD86630,0xD86658,0xD86680,0xD866A8,0xD866D0,0xD866F8,0xD86720,0xD86748,0xD86770,0xD86798,0xD867E8,0xD86810,0xD86838,0xD86860;0x00A460EC;00 00 00 00;Win during this turn      
0xD86108;0x00A46124;00 00 FF FF;Prevent opponent attack   
0xD8F144;0x00A4615C;00 00;ｺﾐｯｸｽﾀｲﾙvol.1
0xD8E4DC;0x00A46178;00 00;覇道竜星             
0xD8819C;0x00A4619C;00 00;双剣覚醒             
0xD8BFA4;0x00A461C0;00 00 00 00;無限転生            
0xD89438;0x00A461E4;00 00;蒼嵐艦隊             
0xD87534;0x00A46208;00 00;魔侯襲来             
0xD8B970;0x00A4622C;00 00 00 00;光輝迅雷            
0xD93BB4;0x00A46250;00 00;Space Roar           
0xD8C5D8;0x00A4627C;00 00 00 00;竜剣双闘              
0xD8A6D4;0x00A462A4;00 00 00 00;封竜解放              
0xD8DEA8;0x00A462CC;00 00;風華天翔             
0xD8EB10;0x00A462F0;00 00;討神魂撃             
0xD8FDAC;0x00A46314;00 00 00 00;Black Steel           
0xD87B68;0x00A46344;00 00 00 00;虚影神蝕              
0xD8AD08;0x00A4636C;00 00 00 00;黒輪縛鎖            
0xD91CB0;0x00A46390;00 00;Galaxy Warrior       
0xD89A6C;0x00A463BC;00 00;竜騎激突             
0xD887D0;0x00A463E0;00 00;極限突破             
0xD8CC0C;0x00A46404;00 00 00 00;煉獄焔舞            
0xD86F00;0x00A46428;00 00;竜魂乱舞             
0xD90A14;0x00A4644C;00 00 00 00;God-giving war 女en        
0xD91048;0x00A46484;00 00;                     
0xD9167C;0x00A464B0;00 00 00 00;Mysterious Prophet      
0xD8F778;0x00A464E4;00 00 00 00;歌姫                      
0xD941E8;0x00A46518;00 00;School of Songs        
0xD88E04;0x00A46548;00 00 00 00;獣王爆進              
0xD922E4;0x00A46570;00 00 00 00;Dragon God of世          
0xD8A0A0;0x00A465A4;00 00 00 00;騎士王凱旋             
0xD903E0;0x00A465CC;00 00 00 00;幻                     
0xD8B33C;0x00A465FC;00 00;絶禍繚乱             
0xD868CC;0x00A46620;00 00 00 00;騎士王降臨             
0xD93580;0x00A46648;00 00 00 00;Japanese              
0xD92918;0x00A46678;00 00;Double Concert           
0xD92F4C;0x00A466AC;00 00;The Night                
0xD8D874;0x00A466E0;00 00 00 00;時空超越                  
0xD9481C;0x00A46710;00 00 00 00;Leads and Roots             
0xD95488;0x00A4674C;00 00;I don't know what to do、GAME O THAT CAN BE PURCHASED WITH CP†Reginal Pack
0xD94E54;0x00A467C0;00 00 00 00;Get Fighters Collection Cards、Game†Mu original pack
0xD95ABC;0x00A46828;00 00 00 00;Cards not available in other packs、Ｃ†IT IS A GAME ORIGINAL PACK THAT YOU CAN BUY WITH P
0xD8F148;0x00A468D0;00 00 00 00;『Perfect Rイザー』『Leading Sage Zhenon』等†is included                    
0xD8E4E0;0x00A4695C;00 00 00 00;『創世竜 Amnesty Mesia』Home『Knight of Asahi Light† GグWINT』is included                 
0xD94820;0x00A46A04;00 00 00 00;『The Root of Bonds Greyon』Home『Light Sword アー†』etc. are included                          
0xD87538;0x00A46ABC;00 00 00 00;『Full Moon Goddess ツクヨミ』『Ultra-dimensional Robot  †』etc. are included             
0xD91680;0x00A46B64;00 00;『・gonal Maygas』『Battle Sister Home†Home』etc. are included
0xD90A18;0x00A46BD4;00 00;『CEO ア』『Battle Sister Home†Home』etc. are included      
0xD8CC10;0x00A46C44;00 00 00 00;『煉獄竜 Beautex Dragonewto』『Blue†Releaser Prominence Score』etc. are included                               
0xD88E08;0x00A46D18;00 00;『School  Leonardo』『Silver  Dragon ル† エ』etc. are included                                     
0xD87B6C;0x00A46DD4;00 00;『Phantom Blaster Dragon』『Blaster†Dark』etc. are included  
0xD86F04;0x00A46E48;00 00;『Soul Saber Dragon』『Scarlet Wigs†Home Home』etc. are included
0xD8EB14;0x00A46EBC;00 00;『覇道黒竜 Orガser Damd』『Chronoid†Lagoon Nekstage』etc. are included              
0xD8BFA8;0x00A46F54;00 00;『解放者 Monarch Sanctuary･Alfred』『†星輝兵“Ω”dios』etc. are included                                       
0xD8A0A4;0x00A4701C;00 00;『Round Table Releaser Alfred』『Moon Festival アル†Temis』etc. are included                       
0xD89A70;0x00A470D8;00 00 00 00;『Shine Lion Platinum』『Japanese Women's Goddess A†マ』etc. are included                    
0xD941EC;0x00A4718C;00 00 00 00;『School Olivia』Home『Future Calls ロ†ーリス』etc. are included                            
0xD8DEAC;0x00A47238;00 00;『Spring Flower Princess プリマヴェーラ』Home『天羅水将 ラ†ンブロス』etc. are included                         
0xD93584;0x00A472F0;00 00;『Space Gods CEO Yugdrasil』『 †Lunghillde』etc. are included                                    
0xD9291C;0x00A473AC;00 00;『Duo Stage Guam Iori』『Duo Eyes†　リ』etc. are included                                      
0xD881A0;0x00A47460;00 00;『Majestic･Load Blaster』『ゴonic･†Overload･Home･End』etc. are included 
0xD868D0;0x00A474E8;00 00;『騎士王 Alfred』『ゴonic Over†Load』etc. are included                   
0xD92F50;0x00A4756C;00 00;『撃退者 Phantom Blaster “Abyss”』†『Phantom Witch Fiana』etc. are included                                 
0xD8A6D8;0x00A47638;00 00 00 00;『God's Guardian Angel Remiel』『炎獄封竜 Brocade†・Inferno』etc. are included                         
0xD8943C;0x00A476F8;00 00;『蒼嵐竜 Mel メ』『Ultimate Dimensional Robot グレ† 』etc. are included                          
0xD9104C;0x00A477A8;00 00;『Eナル Idol パ』『PR♥ISM-P ラ†ブラドル』etc. are included                             
0xD8F77C;0x00A47840;00 00;『Top Idol パ』Home『Top Idol†ヴィ』etc. are included             
0xD8AD0C;0x00A478B8;00 00;『星輝兵 Nebula Road Dragon』『Wolf Fang†解放者 Garmall』etc. are included                           
0xD903E4;0x00A47970;00 00 00 00;『Perfect Rイザー』『獣神 Assor Drago†Home』etc. are included            
0xD887D4;0x00A479F4;00 00;『Burning Lion blonde』『Doragonica† Vermilion』etc. are included                    
0xD8FDB0;0x00A47A98;00 00 00 00;『魔王 David Lee Emperor』『Spectral†Duke Dragon』etc. are included         
0xD8B974;0x00A47B28;00 00 00 00;『Goddess Minerva』『抹消者 Tempest†Bolt Dragon』etc. are included                           
0xD8B340;0x00A47BD8;00 00 00 00;『星輝兵 Chaos Car･Dragon』『蒼波竜 †Tetra Drive Dragon』etc. are included                        
0xD922E8;0x00A47C8C;00 00;『超越龍　ゴonic Nouvelleberg』『Crew†El Dragon』etc. are included                
0xD8C5DC;0x00A47D20;00 00;『探索者 Singsaber Dragon』『喧嘩屋 Home†Gavannakle Dragon』etc. are included                  
0xD8D878;0x00A47DCC;00 00;『時空竜 Chronos Command Dragon』『神聖竜†Saint  Dragon』etc. are included                       
0xD8D244;0x00A47E7C;00 00 00 00;『星輝兵 Blaster Joker』『Light source explorer† Alfred Exhibition』etc. are included                      
0xD93BB8;0x00A47F48;00 00;『99th Dimensional Robot Commander Great Earth』『†超宇宙勇機 EXTIGER』etc. are included                                    
0xD91CB4;0x00A48030;00 00 00 00;『永劫不敗 Ashra Ka・』『ギャラクシ†ー Braukuruuga』etc. are included                  
0xD94E50;0x00A480C4;00 00;ﾌｧｲﾀｰｽﾞｺﾚｸｼｮﾝ
0xD95484;0x00A480E0;00 00;Random Pack
0xD95AB8;0x00A480F0;00 00;Collection Pack
0xD96208;0x00A48104;00 00;Close  
0xD96218;0x00A48114;00 00 00 00;Home    
0xD96328;0x00A48128;00 00 00 00;Home    
0xD961B8;0x00A4813C;00 00;Home   
0xD96258;0x00A4814C;00 00;Home   
0xD962E8;0x00A4815C;00 00 00 00;Home    
0xD96368;0x00A48170;00 00;Home   
0xD962B8;0x00A48180;00 00;Home   
0xD962C8;0x00A48190;00 00;Home   
0xD962F8;0x00A481A0;00 00;Close  
0xD96268;0x00A481B0;00 00 00 00;Home    
0xD96248;0x00A481C4;00 00 00 00;Home    
0xD96198;0x00A481D8;00 00 00 00;Contact Us
0xD961F8;0x00A481EC;00 00;Contact Us
0xD96338;0x00A481FC;00 00;とをふねせえて
0xD961A8;0x00A4820C;00 00;Home   
0xD962D8;0x00A4821C;00 00;Home   
0xD96228;0x00A4822C;00 00;Home   
0xD96238;0x00A4823C;00 00;Home   
0xD96298;0x00A4824C;00 00;Home   
0xD961E8;0x00A4825C;00 00;Home   
0xD96318;0x00A4826C;00 00 00 00;Home    
0xD96288;0x00A48280;00 00;Home   
0xD961C8;0x00A48290;00 00 00 00;Home    
0xD96348;0x00A482A4;00 00;Home   
0xD96278;0x00A482B4;00 00;Home   
0xD96358;0x00A482C4;00 00 00 00;Close   
0xD962A8;0x00A482D8;00 00;Close  
0xD961D8;0x00A482E8;00 00;Others 
0xD96308;0x00A482F8;00 00;Home   
0xD963F4;0x00A48308;00 00;Go to the venue          
0xD96444;0x00A4833C;00 00;Let's go to the national tournament venue
0xD963DC;0x00A4837C;00 00;Let's go to Miyaji Gakuen Junior High School
0xD963E4;0x00A483BC;00 00 00 00;Go to Goe High School     
0xD963EC;0x00A483F4;00 00 00 00;Go to Fukuhara High School  
0xD96434;0x00A48430;00 00;School               
0xD96414;0x00A4845C;00 00;Let's go to the riverside path     
0xD9640C;0x00A484A4;00 00 00 00;Let's go to the event venue
0xD9643C;0x00A484DC;00 00 00 00;Let's go to the district qualifying venue
0xD963BC;0x00A48528;00 00;Go to the card shop man        
0xD963CC;0x00A48568;00 00;Contact Us             
0xD96424;0x00A48598;00 00;Go to Asakusa        
0xD963C4;0x00A485C4;00 00;Let's go to Namikido   
0xD963D4;0x00A485F4;00 00 00 00;Let's go to Miyaji Gakuen High School
0xD963B4,0xD96404;0x00A4863C;00 00;Go to park           
0xD963FC;0x00A48668;00 00 00 00;Card Capital No.2               
0xD9644C;0x00A486AC;00 00 00 00;Go to Vanguard Coliseum 
0xD963AC;0x00A486E0;00 00 00 00;Go to Card Capital  
0xD9641C;0x00A4870C;00 00;Dragon Empire Building   
0xD96454;0x00A48740;00 00;Fight with everyone
0xD9642C;0x00A48758;00 00 FF FF;See the city    
0xD96710,0xD96714;0x00A4877C;00 00;Before getting a quest sign†The upper case nagisa is somewhere†Contact Us！†Contact Us！！！
0xD967B0;0x00A48828;00 00 00 00;Quiz＆Fight Tournament！
0xD96930;0x00A48854;00 00 00 00;Emergency Events！           
0xD965E8;0x00A48890;00 00 00 00;Fight Events！       
0xD968B8;0x00A488BC;00 00;練習相手募集！                      
0xD96840;0x00A488F8;00 00 00 00;Teammate recruitment！
0xD965A0;0x00A48920;00 00 00 00;Event Staff！        
0xD966D8;0x00A4894C;00 00;RECRUITMENT OF FIGHTERS！   
0xD96660;0x00A48984;00 00;対戦者募集！               
0xD96648;0x00A489B0;00 00 00 00;Challenges from Van Goro！       
0xD96600;0x00A489F4;00 00;Help in writing reference books！ 
0xD965C0,0xD965C4;0x00A48A38;00 00;Cat on the play mat†Not moving while riding†Fight Suspended。†Help someone！                 
0xD96570;0x00A48AF0;00 00;Fight！     
0xD96758,0xD9675C;0x00A48B08;00 00;Event preparation†Help！            
0xD96900;0x00A48B50;00 00 00 00;Want to Fight！
0xD96810;0x00A48B64;00 00 00 00;Close！    
0xD96630;0x00A48B7C;00 00 00 00; ！          
0xD966A8;0x00A48B98;00 00 00 00;Home！       
0xD96870;0x00A48BB4;00 00 00 00;Fight！  
0xD968A0;0x00A48BC8;00 00;Let's make a song！ 
0xD96818,0xD9681C;0x00A48BF0;00 00;Children†Contact Us。†Home†I want to！   
0xD966B0,0xD966B4;0x00A48C40;00 00 00 00;Home†More†I want to do！           
0xD96890,0xD96894;0x00A48C88;00 00;A variety of things†Contact Us？†More†Contact Us！
0xD965A8;0x00A48CE4;00 00;Dragon Empire Chapter†Helping events†Recruit！                                  
0xD966E0,0xD966E4;0x00A48D84;00 00 00 00;Event Promotion†Videos†Want Fighters！                     
0xD965AC;0x00A48DFC;00 00;Dragon Empire Chapter†Helping events†Recruit！†Gentle、大歓迎！†First time！†We will teach carefully！                                                                                     
0xD96578,0xD9657C;0x00A48F64;00 00;Just started Vanguard†Close、 †Fight。†Thank you！                        
0xD967B8,0xD967BC;0x00A48FF4;00 00;Events！†Quiz tournaments and fight tournaments†Yes！†Contact Us、Wait！                   
0xD964A4;0x00A490A4;00 00 00 00;Fight with 俺！†Card capita when ready†Come to the shop No.2。†Enjoy Fight Together！                             
0xD96608,0xD9660C;0x00A49184;00 00;Just started Vanguard†Making reference books for people。†Helpful recruitment！                                
0xD968F0;0x00A49260;00 00;Contact Us†Become a practice partner！                          
0xD964B8,0xD964BC;0x00A492E0;00 00 00 00;Fighter Aiming at 1†Yes？†I am a partner！                      
0xD96498,0xD967E0;0x00A49360;00 00;俺 and Fight！   
0xD96780;0x00A49380;00 00;わさびをおしえて！
0xD96690;0x00A49394;00 00;Search for staff！      
0xD96750;0x00A493C4;00 00;Get ready for events！        
0x10512C,0xD96848,0xD9684C;0x00A49400;00 00 00 00;To become a partner†Wait！†Test†Come and think！                                    
0xD96768;0x00A494A8;00 00 00 00;How to Fight！
0xD96650,0xD96654;0x00A494C0;00 00;Vangaro's title†Challenge Guard Quiz！†Prepare a gorgeous gift†Contact Us！                        
0xD96950,0xD96954;0x00A49584;00 00;St  Dissipation！†We are not allowed！                           
0xD965D8,0xD965DC;0x00A49604;00 00;For applications†Quiz†Contact Us！                  
0xD965D0;0x00A4966C;00 00 00 00;solve this problem！       
0xD96678;0x00A496A4;00 00;Help！        
0xD96680,0xD96684;0x00A496C0;00 00;Large Pinch！†Contact Us、Help！                          
0xD96800,0xD96804;0x00A49730;00 00 00 00;I want to be strong†Don't practice！†I'm†Fight！                        
0xD967E8,0xD967EC;0x00A497C0;00 00;Feel like you want to fight now！†Fight with me！          
0xD968A8,0xD968AC;0x00A49834;00 00 00 00;Meet friends from all over Japan†Because I make a song to support、†Help！                                  
0xD967F8;0x00A4990C;00 00 00 00;Become a practice partner！
0xD964B0,0xD96948;0x00A49940;00 00 00 00;俺 and Fight！    
0xD96828;0x00A49964;00 00 00 00;Contact us！           
0xD96908,0xD9690C;0x00A49994;00 00;The work has dropped, so you can breathe†I want to fight。†Fighting someone！
0xD968D8,0xD968DC;0x00A49A2C;00 00 00 00;For Friends、†I want to be stronger。†For practice、†Fight。                
0xD96590,0xD96594;0x00A49AC0;00 00 00 00;Learn more about Vanguard† 、Study Group。†People interested in park†Contact Us。                    
